Year,Province,Age,Sex,MaritalStatus,Educations,JobType,JobAbsence,JobStatus,WorkHours,Tenure,HourlyEarn,Union,Frequency
1997,Ontario,50 to 54,Female,Married,A.EightYears,Other Serv,NA,Full-time,40,6,NA,NA,1043
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Health Car,NA,Full-time,37.5,55,13.25,Not member,572
1997,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,585
1997,Ontario,25 to 29,Female,Separated,C.Grade11to13,Finance/In,NA,Full-time,37.5,93,10,Not member,533
1997,Ontario,40 to 44,Female,Married,B.Secondary,Manufact n,NA,Full-time,40,129,7.6,Not member,598
1997,Ontario,65 to 69,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,612
1997,Ontario,65 to 69,Female,Married,D.PostSecondary,Finance/In,NA,Full-time,35,85,20.88,Not member,541
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,35,41,23.85,Not member,655
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,529
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,Health Car,NA,Full-time,35,75,12.98,Union memb,676
1997,Ontario,25 to 29,Female,Single,E.University,Finance/In,NA,Part-time,12,86,12,Not member,532
1997,Ontario,55 to 59,Female,Separated,C.Grade11to13,Health Car,NA,Full-time,37,240,6,Union memb,615
1997,Ontario,15 to 19,Female,Single,B.Secondary,Info/Cultu,NA,NA,NA,NA,NA,NA,538
1997,Ontario,25 to 29,Female,Married,E.University,Finance/In,NA,Full-time,37,38,16.63,Not member,726
1997,Ontario,45 to 49,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,590
1997,Ontario,25 to 29,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,567
1997,Ontario,70+,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,538
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,Full-time,30,17,10,Not member,624
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Educationa,Vacation,Part-time,5,103,10.01,Not member,1166
1997,Ontario,25 to 29,Female,Single,C.Grade11to13,Prof/Scien,NA,Full-time,40,5,10.1,Not member,590
1997,Ontario,25 to 29,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,572
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,610
1997,Ontario,25 to 29,Female,Married,E.University,Educationa,NA,Full-time,37,55,22.74,Union memb,612
1997,Ontario,50 to 54,Female,Single,C.Grade11to13,Finance/In,OwnIllness,Full-time,37.5,240,10,Not member,502
1997,Ontario,55 to 59,Female,Separated,E.University,Educationa,Vacation,Full-time,50,187,23.85,Union memb,542
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,597
1997,Ontario,30 to 34,Female,Single,E.University,Finance/In,NA,Full-time,37.5,14,16,Not member,567
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,1042
1997,Ontario,65 to 69,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,557
1997,Ontario,60 to 64,Female,Married,C.Grade11to13,Retail Tra,NA,Full-time,48,198,NA,NA,568
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,Educationa,NA,Full-time,40,55,12.98,Not member,542
1997,Ontario,60 to 64,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,570
1997,Ontario,30 to 34,Female,Single,E.University,Finance/In,NA,Full-time,40,46,19.23,Not member,539
1997,Ontario,60 to 64,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,576
1997,Ontario,20 to 24,Female,Single,E.University,Retail Tra,NA,Part-time,15,7,6.85,Not member,624
1997,Ontario,45 to 49,Female,Single,D.PostSecondary,Health Car,NA,Full-time,37.5,10,23.06,Not member,502
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Transport/,FamilyResponsibility,Part-time,10,55,23.08,Not member,504
1997,Ontario,55 to 59,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,571
1997,Ontario,45 to 49,Female,Married,D.PostSecondary,Educationa,NA,Full-time,30,157,50,Union memb,542
1997,Ontario,30 to 34,Female,Married,E.University,Retail Tra,NA,Part-time,20,6,8.35,Not member,581
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,547
1997,Ontario,15 to 19,Female,Single,C.Grade11to13,Public Adm,NA,Part-time,1,10,6.75,Not member,558
1997,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,661
1997,Ontario,30 to 34,Female,Married,B.Secondary,Accomm/Foo,NA,Full-time,40,9,6.85,Not member,510
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Manufact n,NA,Full-time,37.5,5,18.46,Not member,622
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,550
1997,Ontario,50 to 54,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,522
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,531
1997,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,541
1997,Ontario,20 to 24,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,596
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,581
1997,Ontario,60 to 64,Female,Single,C.Grade11to13,Wholesale,NA,NA,NA,NA,NA,NA,532
1997,Ontario,45 to 49,Female,Separated,D.PostSecondary,Health Car,NA,Full-time,45,45,11.9,Not member,615
1997,Ontario,45 to 49,Female,Married,E.University,Finance/In,NA,Full-time,37.5,240,42.05,Not member,576
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,40,80,10.86,Not member,655
1997,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,8,22,6.85,Not member,536
1997,Ontario,40 to 44,Female,Married,C.Grade11to13,Mngmnt/Adm,NA,Full-time,40,6,6.85,Not member,551
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,15,20,5.85,Not member,655
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,586
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Educationa,NA,Part-time,2,3,NA,NA,575
1997,Ontario,50 to 54,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,572
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,547
1997,Ontario,25 to 29,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,531
1997,Ontario,45 to 49,Female,Single,C.Grade11to13,Health Car,NA,Full-time,55,76,NA,NA,611
1997,Ontario,60 to 64,Female,Single,C.Grade11to13,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,726
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Health Car,NA,Full-time,40,190,25,Not member,637
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Manufact n,NA,Full-time,35,22,19.78,Not member,621
1997,Ontario,50 to 54,Female,Single,C.Grade11to13,Health Car,NA,Full-time,40,75,13.81,Not member,619
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,40,237,12.69,Not member,627
1997,Ontario,65 to 69,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,549
1997,Ontario,20 to 24,Female,Single,B.Secondary,Finance/In,NA,Full-time,40,31,8.17,Not member,697
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Educationa,NA,Full-time,40,6,5,Not member,586
1997,Ontario,35 to 39,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,542
1997,Ontario,35 to 39,Female,Single,E.University,Manufact n,NA,Full-time,40,26,36.06,Not member,562
1997,Ontario,60 to 64,Female,Separated,E.University,NA,NA,NA,NA,NA,NA,NA,584
1997,Ontario,55 to 59,Female,Married,A.EightYears,Health Car,NA,Part-time,23,39,14.13,Union memb,554
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,25,6,10,Not member,514
1997,Ontario,45 to 49,Female,Separated,E.University,Health Car,NA,Part-time,20,10,NA,NA,508
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,Health Car,NA,Full-time,50,224,NA,NA,596
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,508
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Accomm/Foo,NA,Full-time,37.5,20,7.5,Not member,519
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Health Car,NA,Full-time,37.5,144,18.95,Union memb,553
1997,Ontario,50 to 54,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,513
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Mngmnt/Adm,NA,Full-time,40,78,8.65,Not member,614
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Prof/Scien,Vacation,Full-time,37.5,9,13.17,Not member,566
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,990
1997,Ontario,15 to 19,Female,Single,C.Grade11to13,Retail Tra,NA,Part-time,25,4,10,Not member,542
1997,Ontario,45 to 49,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,40,20,10,Not member,524
1997,Ontario,25 to 29,Female,Single,C.Grade11to13,Accomm/Foo,NA,Full-time,35,130,15,Not member,625
1997,Ontario,70+,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,571
1997,Ontario,30 to 34,Female,Separated,C.Grade11to13,Finance/In,Vacation,Part-time,16,6,11,Not member,501
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Info/Cultu,Vacation,Full-time,42,240,NA,NA,553
1997,Ontario,50 to 54,Female,Separated,E.University,Finance/In,NA,Full-time,38,134,13.16,Not member,551
1997,Ontario,45 to 49,Female,Married,E.University,Educationa,Vacation,Full-time,30,115,34.62,Union memb,517
1997,Ontario,65 to 69,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,570
1997,Ontario,30 to 34,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,533
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,555
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,21,38,7,Not member,644
1997,Ontario,60 to 64,Female,Single,D.PostSecondary,Constructi,NA,Full-time,37.5,240,15.59,Not member,554
1997,Ontario,65 to 69,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,545
1997,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,15,6,8,Not member,559
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,565
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Retail Tra,NA,NA,NA,NA,NA,NA,613
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,548
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,1123
1997,Ontario,30 to 34,Female,Married,E.University,Finance/In,OwnIllness,Full-time,37.5,115,20.51,Not member,622
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,520
1997,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,16,9,8,Not member,504
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Accomm/Foo,NA,Part-time,15,4,10,Union memb,616
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,563
1997,Ontario,40 to 44,Female,Separated,D.PostSecondary,Prof/Scien,NA,Full-time,37.5,3,NA,NA,543
1997,Ontario,45 to 49,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,630
1997,Ontario,30 to 34,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,603
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Other Serv,NA,Part-time,20,4,7,Not member,558
1997,Ontario,30 to 34,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,617
1997,Ontario,30 to 34,Female,Separated,D.PostSecondary,Finance/In,NA,Full-time,40,19,8,Not member,512
1997,Ontario,55 to 59,Female,Single,C.Grade11to13,Retail Tra,NA,Part-time,28,19,7.5,Not member,641
1997,Ontario,65 to 69,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,533
1997,Ontario,50 to 54,Female,Married,B.Secondary,Health Car,NA,Part-time,22.5,46,12.92,Union memb,508
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Health Car,NA,Full-time,35,92,18.13,Not member,565
1997,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,510
1997,Ontario,55 to 59,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,675
1997,Ontario,65 to 69,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,526
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Public Adm,NA,Full-time,36.3,94,16,Union memb,529
1997,Ontario,65 to 69,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,529
1997,Ontario,60 to 64,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,504
1997,Ontario,45 to 49,Male,Married,E.University,Finance/In,Vacation,Full-time,40,102,14.42,Not member,525
1997,Ontario,50 to 54,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,240,20,Union memb,662
1997,Ontario,60 to 64,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,548
1997,Ontario,45 to 49,Male,Married,E.University,Health Car,NA,Part-time,25,115,12.31,Not member,638
1997,Ontario,20 to 24,Male,Single,B.Secondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,722
1997,Ontario,65 to 69,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,576
1997,Ontario,65 to 69,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,507
1997,Ontario,15 to 19,Male,Single,C.Grade11to13,Accomm/Foo,NA,Part-time,20,11,7.3,Not member,671
1997,Ontario,40 to 44,Male,Separated,C.Grade11to13,Mngmnt/Adm,NA,Full-time,55,52,12.59,Not member,632
1997,Ontario,25 to 29,Male,Single,D.PostSecondary,Manufact n,NA,Full-time,40,38,15.38,Not member,641
1997,Ontario,35 to 39,Male,Married,B.Secondary,Finance/In,NA,Full-time,45,93,11.75,Not member,518
1997,Ontario,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,665
1997,Ontario,35 to 39,Male,Married,C.Grade11to13,Constructi,NA,NA,NA,NA,NA,NA,1042
1997,Ontario,35 to 39,Male,Single,B.Secondary,Constructi,NA,Full-time,40,15,20,Union memb,618
1997,Ontario,35 to 39,Male,Married,D.PostSecondary,Constructi,NA,NA,NA,NA,NA,NA,520
1997,Ontario,50 to 54,Male,Married,E.University,Transport/,NA,Full-time,84,33,NA,NA,585
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,Other Serv,NA,Part-time,18,11,7.5,Union memb,631
1997,Ontario,55 to 59,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,627
1997,Ontario,40 to 44,Male,Married,D.PostSecondary,Finance/In,NA,Full-time,40,224,24.04,Not member,531
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,Transport/,NA,Full-time,40,26,10,Not member,592
1997,Ontario,25 to 29,Male,Single,D.PostSecondary,Manufactur,NA,Full-time,40,35,13,Not member,706
1997,Ontario,25 to 29,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,739
1997,Ontario,70+,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,509
1997,Ontario,30 to 34,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,69,20.95,Not member,618
1997,Ontario,50 to 54,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,621
1997,Ontario,55 to 59,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,8,52.88,Not member,994
1997,Ontario,50 to 54,Male,Married,D.PostSecondary,Public Adm,NA,Full-time,37.5,83,24.62,Union memb,557
1997,Ontario,40 to 44,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,618
1997,Ontario,70+,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,590
1997,Ontario,40 to 44,Male,Married,A.EightYears,Mngmnt/Adm,NA,Full-time,40,16,NA,NA,541
1997,Ontario,30 to 34,Male,Single,C.Grade11to13,Agricultur,NA,Full-time,38,61,12,Not member,518
1997,Ontario,45 to 49,Male,Married,A.EightYears,Transport/,NA,Full-time,40,183,10,Union memb,522
1997,Ontario,30 to 34,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,130,20,Union memb,1132
1997,Ontario,50 to 54,Male,Single,C.Grade11to13,Info/Cultu,NA,Full-time,38,18,11,Not member,630
1997,Ontario,50 to 54,Male,Married,D.PostSecondary,Constructi,Vacation,Full-time,40,25,32.21,Not member,535
1997,Ontario,25 to 29,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,45,44,14,Not member,595
1997,Ontario,70+,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,538
1997,Ontario,70+,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,556
1997,Ontario,60 to 64,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,589
1997,Ontario,65 to 69,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,628
1997,Ontario,35 to 39,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,45,13.5,Not member,542
1997,Ontario,70+,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,569
1997,Ontario,35 to 39,Male,Married,E.University,Info/Cultu,Vacation,Full-time,37.5,115,24,Not member,519
1997,Ontario,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,535
1997,Ontario,15 to 19,Male,Single,B.Secondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,622
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,570
1997,Ontario,65 to 69,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,534
1997,Ontario,20 to 24,Male,Single,C.Grade11to13,Mngmnt/Adm,NA,Full-time,40,34,6.88,Not member,664
1997,Ontario,60 to 64,Male,Married,D.PostSecondary,Accomm/Foo,NA,Full-time,40,59,21.63,Not member,503
1997,Ontario,40 to 44,Male,Separated,B.Secondary,Manufactur,NA,Full-time,40,3,11,Union memb,561
1997,Ontario,60 to 64,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,622
1997,Ontario,30 to 34,Male,Single,E.University,Manufact n,NA,Full-time,40,15,8,Not member,612
1997,Ontario,55 to 59,Male,Married,E.University,Retail Tra,NA,Full-time,40,240,42.31,Not member,547
1997,Ontario,55 to 59,Male,Married,A.EightYears,Manufact n,NA,Full-time,40,189,15,Union memb,616
1997,Ontario,45 to 49,Male,Married,E.University,Manufact n,NA,Full-time,50,240,38.46,Not member,578
1997,Ontario,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,523
1997,Ontario,30 to 34,Male,Married,E.University,Manufact n,FamilyResponsibility,Full-time,40,42,14,Union memb,563
1997,Ontario,35 to 39,Male,Married,E.University,Finance/In,NA,Full-time,42,94,28.39,Not member,1084
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,626
1997,Ontario,35 to 39,Male,Single,D.PostSecondary,Info/Cultu,NA,Full-time,40,118,15.38,Not member,593
1997,Ontario,25 to 29,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,659
1997,Ontario,40 to 44,Male,Married,D.PostSecondary,Manufact n,NA,Full-time,35,24,17.14,Not member,612
1997,Ontario,40 to 44,Male,Separated,B.Secondary,NA,NA,NA,NA,NA,NA,NA,634
1997,Ontario,65 to 69,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,561
1997,Ontario,25 to 29,Male,Single,E.University,Other Serv,NA,Full-time,40,48,24,Not member,621
1997,Ontario,30 to 34,Male,Single,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,714
1997,Ontario,25 to 29,Male,Single,E.University,Finance/In,NA,Full-time,40,39,31.25,Not member,568
1997,Ontario,35 to 39,Male,Married,C.Grade11to13,Other Serv,NA,Full-time,48,51,NA,NA,561
1997,Ontario,45 to 49,Male,Separated,E.University,Transport/,Vacation,Full-time,40,240,17.33,Union memb,749
1997,Ontario,35 to 39,Male,Married,E.University,Info/Cultu,NA,Full-time,35,13,28.57,Not member,611
1997,Ontario,45 to 49,Male,Married,A.EightYears,Constructi,NA,Part-time,20,240,NA,NA,576
1997,Ontario,60 to 64,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,559
1997,Ontario,50 to 54,Male,Married,D.PostSecondary,Other Serv,NA,Full-time,40,240,19.23,Union memb,564
1997,Ontario,55 to 59,Male,Single,C.Grade11to13,Constructi,NA,NA,NA,NA,NA,NA,561
1997,Ontario,50 to 54,Male,Married,A.EightYears,Constructi,NA,NA,NA,NA,NA,NA,591
1997,Ontario,45 to 49,Male,Single,E.University,Public Adm,NA,Full-time,35,117,30.22,Not member,620
1997,Ontario,30 to 34,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,45,10.25,Union memb,560
1997,Ontario,60 to 64,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,582
1997,Ontario,40 to 44,Male,Separated,E.University,Health Car,NA,Full-time,30,147,NA,NA,589
1997,Ontario,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,507
1997,Ontario,70+,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,590
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,Manufactur,NA,NA,NA,NA,NA,NA,611
1997,Ontario,35 to 39,Male,Married,E.University,Prof/Scien,NA,Full-time,40,48,NA,NA,545
1997,Ontario,45 to 49,Male,Married,C.Grade11to13,Manufactur,Vacation,Full-time,40,32,21.32,Union memb,511
1997,Ontario,35 to 39,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,604
1997,Ontario,40 to 44,Male,Married,D.PostSecondary,Utilities,NA,Full-time,40,199,20,Union memb,584
1997,Ontario,30 to 34,Male,Single,D.PostSecondary,Accomm/Foo,NA,Full-time,35,17,7.5,Not member,722
1997,Ontario,35 to 39,Male,Married,D.PostSecondary,Public Adm,NA,Full-time,46,199,22.16,Union memb,1049
1997,Ontario,65 to 69,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,675
1997,Ontario,25 to 29,Male,Single,C.Grade11to13,Info/Cultu,NA,Full-time,35,75,21,Union memb,651
1997,Ontario,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,501
1997,Ontario,25 to 29,Male,Single,E.University,Prof/Scien,NA,Full-time,40,4,26.44,Not member,666
1997,Ontario,25 to 29,Male,Single,D.PostSecondary,Retail Tra,NA,Full-time,40,118,14.42,Not member,667
1997,Ontario,60 to 64,Male,Married,E.University,Educationa,Vacation,Full-time,40,240,27.88,Union memb,534
1997,Ontario,70+,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,564
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,Mngmnt/Adm,NA,Full-time,40,15,12.02,Not member,596
1997,Ontario,40 to 44,Male,Married,D.PostSecondary,Finance/In,NA,Full-time,40,126,13.75,Not member,662
1997,Ontario,35 to 39,Male,Married,D.PostSecondary,Health Car,NA,Full-time,35,48,15.38,Union memb,565
1997,Ontario,45 to 49,Male,Married,B.Secondary,Transport/,NA,Full-time,40,204,19.75,Union memb,1218
1997,Ontario,40 to 44,Male,Married,E.University,Public Adm,NA,Full-time,40,177,37.39,Union memb,581
1997,Ontario,35 to 39,Male,Married,C.Grade11to13,Constructi,NA,Full-time,44,127,NA,NA,520
1997,Ontario,20 to 24,Male,Single,E.University,Manufact n,NA,NA,NA,NA,NA,NA,530
1997,Ontario,60 to 64,Male,Married,E.University,Retail Tra,NA,NA,NA,NA,NA,NA,630
1997,Ontario,50 to 54,Male,Married,E.University,Manufactur,NA,Full-time,60,47,NA,NA,511
1997,Ontario,55 to 59,Male,Married,B.Secondary,Transport/,NA,Full-time,40,240,24.04,Union memb,637
1997,Ontario,20 to 24,Male,Single,D.PostSecondary,Transport/,NA,Part-time,20,7,8,Not member,598
1997,Ontario,15 to 19,Male,Single,B.Secondary,Manufact n,NA,Part-time,20,6,7.05,Not member,596
1997,Ontario,70+,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,515
1997,Ontario,40 to 44,Male,Single,D.PostSecondary,Retail Tra,NA,Full-time,40,31,14.42,Not member,567
1997,Ontario,30 to 34,Male,Single,C.Grade11to13,Constructi,NA,Full-time,40,24,26,Union memb,646
1997,Ontario,40 to 44,Male,Married,C.Grade11to13,Retail Tra,NA,Full-time,55,163,15.52,Not member,563
1997,Ontario,15 to 19,Male,Single,C.Grade11to13,Accomm/Foo,NA,Part-time,10,70,7,Not member,659
1997,Ontario,25 to 29,Male,Single,E.University,Prof/Scien,NA,Full-time,40,43,12,Not member,589
