Year,Province,Age,Sex,MaritalStatus,Educations,JobType,JobAbsence,JobStatus,WorkHours,Tenure,HourlyEarn,Union,Frequency
2005,Quebec,55 to 59,Male,Married,C.Grade11to13,Public Adm,NA,Full-time,32.8,240,25.82,Union memb,787
2005,Quebec,15 to 19,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,640
2005,Quebec,20 to 24,Male,Single,D.PostSecondary,Constructi,NA,NA,NA,NA,NA,NA,761
2005,Quebec,70+,Male,Single,A.EightYears,Constructi,NA,NA,NA,NA,NA,NA,831
2005,Quebec,35 to 39,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,21,20,Union memb,932
2005,Quebec,25 to 29,Male,Single,C.Grade11to13,Retail Tra,NA,Full-time,60,10,NA,NA,919
2005,Quebec,15 to 19,Male,Single,B.Secondary,Health Car,NA,NA,NA,NA,NA,NA,550
2005,Quebec,25 to 29,Male,Married,B.Secondary,Manufactur,NA,Full-time,40,82,13.44,Union memb,1009
2005,Quebec,50 to 54,Male,Separated,C.Grade11to13,Mngmnt/Adm,Other,Full-time,30,34,NA,NA,738
2005,Quebec,40 to 44,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,12,15,Not member,778
2005,Quebec,50 to 54,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,50,240,NA,NA,1028
2005,Quebec,15 to 19,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,947
2005,Quebec,70+,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,901
2005,Quebec,60 to 64,Male,Married,C.Grade11to13,Retail Tra,NA,Part-time,20,25,7,Not member,924
2005,Quebec,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,751
2005,Quebec,30 to 34,Male,Married,E.University,Wholesale,NA,Full-time,40,70,NA,NA,769
2005,Quebec,40 to 44,Male,Married,D.PostSecondary,Manufact n,NA,Full-time,40,239,35,Union memb,968
2005,Quebec,25 to 29,Male,Married,E.University,Wholesale,NA,Full-time,37.5,133,33.33,Not member,577
2005,Quebec,20 to 24,Male,Single,D.PostSecondary,Manufactur,NA,Full-time,35,3,13,Not member,869
2005,Quebec,50 to 54,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,547
2005,Quebec,25 to 29,Male,Single,E.University,NA,NA,NA,NA,NA,NA,NA,862
2005,Quebec,45 to 49,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,3,27.8,Union memb,665
2005,Quebec,45 to 49,Male,Separated,D.PostSecondary,Transport/,NA,Full-time,40,201,29,Union memb,824
2005,Quebec,70+,Male,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,797
2005,Quebec,65 to 69,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,663
2005,Quebec,55 to 59,Male,Married,E.University,Manufact n,NA,Part-time,14,77,38.46,Not member,869
2005,Quebec,20 to 24,Male,Single,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,923
2005,Quebec,70+,Male,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,787
2005,Quebec,30 to 34,Male,Separated,E.University,Manufact n,NA,Full-time,37.5,51,24.04,Not member,879
2005,Quebec,55 to 59,Male,Single,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,823
2005,Quebec,50 to 54,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,56,17,Not member,782
2005,Quebec,40 to 44,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,240,23,Not member,743
2005,Quebec,25 to 29,Male,Single,D.PostSecondary,Constructi,NA,NA,NA,NA,NA,NA,872
2005,Quebec,25 to 29,Male,Single,C.Grade11to13,Accomm/Foo,NA,Part-time,25,3,8.5,Not member,522
2006,Alberta,40 to 44,Female,Married,C.Grade11to13,Wholesale,NA,Full-time,40,66,17.81,Not member,631
2006,Alberta,20 to 24,Female,Single,E.University,Retail Tra,NA,Full-time,40,56,21.63,Not member,762
2006,Alberta,25 to 29,Female,Married,E.University,Health Car,FamilyResponsibility,Full-time,36.5,53,19.3,Not member,642
2006,Alberta,65 to 69,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,521
2006,Alberta,40 to 44,Female,Married,E.University,Accomm/Foo,NA,Full-time,32,49,8.9,Not member,538
2006,Alberta,35 to 39,Female,Separated,D.PostSecondary,Prof/Scien,NA,Full-time,40,67,20,Not member,561
2006,Alberta,45 to 49,Female,Married,D.PostSecondary,Health Car,NA,Full-time,40,74,14,Union memb,791
2006,Alberta,15 to 19,Female,Single,C.Grade11to13,Retail Tra,NA,Part-time,10,6,10,Not member,509
2006,Alberta,65 to 69,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,592
2006,Alberta,30 to 34,Female,Married,E.University,Prof/Scien,NA,Full-time,40,34,57.69,Not member,554
2006,Alberta,25 to 29,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,30,7,NA,NA,505
2006,Alberta,25 to 29,Female,Married,E.University,Health Car,FamilyResponsibility,Full-time,32,59,30,Union memb,741
2006,Alberta,15 to 19,Female,Married,C.Grade11to13,Forest/Fis,NA,Full-time,40,9,8.25,Not member,543
2006,Alberta,30 to 34,Female,Single,C.Grade11to13,Other Serv,NA,Full-time,40,54,20,Not member,521
2006,Alberta,55 to 59,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,529
2006,Alberta,50 to 54,Female,Married,E.University,Retail Tra,NA,Part-time,24,2,11,Not member,511
2006,Alberta,20 to 24,Female,Single,C.Grade11to13,Accomm/Foo,NA,Full-time,40,3,9,Not member,503
2006,Alberta,15 to 19,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,8,8,10,Not member,793
2006,Alberta,20 to 24,Female,Single,E.University,Educationa,NA,Part-time,12,19,28.85,Not member,511
2006,Alberta,40 to 44,Female,Married,E.University,Transport/,NA,Part-time,20,7,NA,NA,510
2006,Alberta,40 to 44,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,520
2006,Alberta,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,20,5,12.5,Not member,513
2006,Alberta,15 to 19,Female,Single,C.Grade11to13,Accomm/Foo,NA,NA,NA,NA,NA,NA,572
2006,Alberta,65 to 69,Female,Single,D.PostSecondary,Wholesale,NA,Part-time,20,79,13,Not member,567
2006,Alberta,65 to 69,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,631
2006,Alberta,15 to 19,Male,Single,B.Secondary,Retail Tra,NA,Part-time,8,1,7.5,Not member,572
2006,Alberta,30 to 34,Male,Single,C.Grade11to13,Wholesale,NA,NA,NA,NA,NA,NA,747
2006,Alberta,15 to 19,Male,Single,B.Secondary,Retail Tra,NA,Part-time,20,11,8.1,Union memb,506
2006,Alberta,50 to 54,Male,Married,E.University,Educationa,NA,Full-time,43,123,18.5,Union memb,513
2006,Alberta,15 to 19,Male,Single,B.Secondary,Retail Tra,NA,Part-time,8,1,7.5,Not member,631
2006,Alberta,50 to 54,Male,Married,D.PostSecondary,Utilities,NA,Full-time,40,240,40.87,Not member,890
2006,Alberta,25 to 29,Male,Married,D.PostSecondary,Constructi,NA,Full-time,50,1,13.25,Not member,741
2006,Alberta,30 to 34,Male,Married,D.PostSecondary,Retail Tra,NA,Full-time,40,204,13.75,Not member,744
2006,Alberta,30 to 34,Male,Single,D.PostSecondary,Transport/,FamilyResponsibility,Full-time,40,11,17.31,Not member,531
2006,Alberta,25 to 29,Male,Single,E.University,Wholesale,NA,Full-time,40,47,31.25,Not member,516
2006,Alberta,15 to 19,Male,Single,B.Secondary,Accomm/Foo,NA,Part-time,12,27,9,Not member,518
2006,Alberta,65 to 69,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,537
2006,Alberta,35 to 39,Male,Married,D.PostSecondary,Retail Tra,NA,Full-time,37.5,90,33.33,Not member,508
2006,Alberta,45 to 49,Male,Married,D.PostSecondary,Public Adm,NA,Full-time,40,240,36.92,Union memb,506
2006,Alberta,30 to 34,Male,Married,D.PostSecondary,Finance/In,NA,Part-time,20,33,NA,NA,583
2006,Alberta,35 to 39,Male,Separated,D.PostSecondary,Forest/Fis,NA,Full-time,40,30,33.72,Not member,547
2006,Alberta,25 to 29,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,49,26,Not member,605
2006,Alberta,55 to 59,Male,Married,C.Grade11to13,Prof/Scien,Vacation,Full-time,50,22,NA,NA,514
2006,Alberta,30 to 34,Male,Single,B.Secondary,Retail Tra,Vacation,Full-time,30,14,20,Union memb,520
2006,Alberta,30 to 34,Male,Married,E.University,Educationa,NA,Full-time,40,10,12.12,Not member,617
2006,Alberta,15 to 19,Male,Single,B.Secondary,Mngmnt/Adm,Other,Part-time,10,39,NA,NA,518
2006,Alberta,25 to 29,Male,Married,E.University,Prof/Scien,NA,Full-time,40,34,26.44,Not member,960
2006,BritishColumbia,45 to 49,Female,Married,E.University,Agricultur,NA,NA,NA,NA,NA,NA,610
2006,BritishColumbia,45 to 49,Female,Married,C.Grade11to13,Info/Cultu,NA,Full-time,40,30,NA,NA,576
2006,BritishColumbia,20 to 24,Female,Single,C.Grade11to13,Public Adm,NA,Full-time,40,14,8,Not member,590
2006,BritishColumbia,30 to 34,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,531
2006,BritishColumbia,20 to 24,Female,Single,C.Grade11to13,Health Car,NA,NA,NA,NA,NA,NA,553
2006,BritishColumbia,55 to 59,Female,Married,E.University,Educationa,NA,Full-time,40,240,16.89,Union memb,590
2006,BritishColumbia,35 to 39,Female,Married,E.University,Other Serv,NA,Part-time,26,96,18.22,Not member,521
2006,BritishColumbia,25 to 29,Female,Single,D.PostSecondary,Retail Tra,FamilyResponsibility,Full-time,47.5,51,8,Not member,587
2006,BritishColumbia,60 to 64,Female,Married,D.PostSecondary,Finance/In,NA,Part-time,15,94,20.07,Union memb,756
2006,BritishColumbia,45 to 49,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,32,123,48.68,Not member,594
2006,BritishColumbia,45 to 49,Female,Married,D.PostSecondary,Retail Tra,NA,Part-time,25,11,11,Not member,603
2006,BritishColumbia,45 to 49,Female,Married,D.PostSecondary,Accomm/Foo,NA,Part-time,18,7,8,Not member,526
2006,BritishColumbia,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,544
2006,BritishColumbia,15 to 19,Female,Single,B.Secondary,Info/Cultu,Other,Part-time,5,6,NA,NA,577
2006,BritishColumbia,50 to 54,Female,Married,C.Grade11to13,Finance/In,NA,Part-time,25,3,NA,NA,565
2006,BritishColumbia,25 to 29,Female,Married,E.University,Retail Tra,NA,Full-time,40,8,11.54,Not member,511
2006,BritishColumbia,70+,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,513
2006,BritishColumbia,45 to 49,Female,Separated,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,575
2006,BritishColumbia,65 to 69,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,531
2006,BritishColumbia,45 to 49,Female,Separated,E.University,Info/Cultu,NA,Full-time,40,1,21.63,Union memb,537
2006,BritishColumbia,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,544
2006,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Retail Tra,Vacation,Part-time,17.5,24,12,Not member,522
2006,BritishColumbia,25 to 29,Female,Single,E.University,Health Car,NA,NA,NA,NA,NA,NA,625
2006,BritishColumbia,45 to 49,Female,Married,D.PostSecondary,Finance/In,OwnIllness,Full-time,40,240,25,Not member,562
2006,BritishColumbia,60 to 64,Female,Separated,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,759
2006,BritishColumbia,25 to 29,Female,Single,E.University,Health Car,NA,Full-time,40,19,14.99,Union memb,502
2006,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,15,19,7,Not member,529
2006,BritishColumbia,45 to 49,Female,Married,C.Grade11to13,Educationa,NA,Full-time,40,9,15.14,Not member,596
2006,BritishColumbia,50 to 54,Female,Married,E.University,Educationa,NA,Full-time,30,67,30.77,Union memb,538
2006,BritishColumbia,40 to 44,Female,Married,C.Grade11to13,Retail Tra,NA,Part-time,14,11,9,Not member,560
2006,BritishColumbia,20 to 24,Female,Single,E.University,Retail Tra,NA,NA,NA,NA,NA,NA,508
2006,BritishColumbia,40 to 44,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,592
2006,BritishColumbia,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,528
2006,BritishColumbia,60 to 64,Female,Separated,D.PostSecondary,Health Car,NA,Full-time,37.5,185,19.91,Union memb,656
2006,BritishColumbia,15 to 19,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,20,3,10,Not member,600
2006,BritishColumbia,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,6,3,8,Not member,612
2006,BritishColumbia,25 to 29,Female,Single,D.PostSecondary,Prof/Scien,NA,Full-time,40,67,26.92,Not member,559
2006,BritishColumbia,40 to 44,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,507
2006,BritishColumbia,55 to 59,Female,Married,E.University,Educationa,Vacation,Full-time,37.5,240,44.31,Not member,514
2006,BritishColumbia,15 to 19,Female,Single,B.Secondary,Manufact n,NA,Full-time,40,2,9,Not member,575
2006,BritishColumbia,70+,Female,Separated,B.Secondary,Finance/In,NA,Part-time,10,68,NA,NA,522
2006,BritishColumbia,50 to 54,Female,Married,C.Grade11to13,Manufact n,NA,Full-time,40,207,8,Not member,530
2006,BritishColumbia,40 to 44,Female,Married,D.PostSecondary,Educationa,Vacation,Full-time,35,126,24,Union memb,514
2006,BritishColumbia,20 to 24,Female,Married,E.University,Public Adm,NA,Part-time,20,3,10.99,Not member,531
2006,BritishColumbia,35 to 39,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,13,25.48,Not member,529
2006,BritishColumbia,15 to 19,Female,Single,B.Secondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,532
2006,BritishColumbia,50 to 54,Female,Separated,D.PostSecondary,Educationa,NA,Part-time,28,115,22.9,Union memb,564
2006,BritishColumbia,25 to 29,Female,Single,E.University,Retail Tra,NA,Part-time,20,18,NA,NA,633
2006,BritishColumbia,25 to 29,Female,Married,E.University,Finance/In,NA,Full-time,37.5,39,18.97,Not member,578
2006,BritishColumbia,50 to 54,Female,Married,D.PostSecondary,Health Car,NA,Part-time,24,240,26,Union memb,529
2006,BritishColumbia,35 to 39,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,40,16,26.44,Not member,577
2006,BritishColumbia,30 to 34,Female,Married,E.University,Mngmnt/Adm,NA,Part-time,25.5,25,23.75,Not member,504
2006,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,550
2006,BritishColumbia,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,501
2006,BritishColumbia,45 to 49,Female,Married,D.PostSecondary,Finance/In,NA,Part-time,22,63,13.5,Not member,611
2006,BritishColumbia,25 to 29,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,37,14,Not member,518
2006,BritishColumbia,40 to 44,Female,Married,B.Secondary,Mngmnt/Adm,NA,Full-time,40,195,14.42,Not member,532
2006,BritishColumbia,20 to 24,Female,Single,E.University,Wholesale,NA,Full-time,40,4,9.62,Not member,637
2006,BritishColumbia,15 to 19,Female,Single,C.Grade11to13,Other Serv,NA,Full-time,33,12,9,Not member,524
2006,BritishColumbia,20 to 24,Female,Single,C.Grade11to13,Retail Tra,NA,Part-time,24,2,8,Not member,553
2006,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Transport/,NA,NA,NA,NA,NA,NA,624
2006,BritishColumbia,25 to 29,Female,Single,C.Grade11to13,Health Car,NA,Full-time,40,81,11,Not member,647
2006,BritishColumbia,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,520
2006,BritishColumbia,35 to 39,Female,Married,E.University,Retail Tra,Vacation,Part-time,15,84,15,Not member,522
2006,BritishColumbia,25 to 29,Female,Married,E.University,Accomm/Foo,NA,NA,NA,NA,NA,NA,567
2006,BritishColumbia,25 to 29,Female,Single,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,674
2006,BritishColumbia,55 to 59,Male,Married,E.University,Transport/,NA,Full-time,40,231,29,Union memb,519
2006,BritishColumbia,15 to 19,Male,Married,D.PostSecondary,Other Serv,NA,NA,NA,NA,NA,NA,503
2006,BritishColumbia,40 to 44,Male,Married,D.PostSecondary,Retail Tra,NA,Full-time,40,240,52.88,Not member,502
2006,BritishColumbia,60 to 64,Male,Married,D.PostSecondary,Transport/,NA,Full-time,30,7,11,Not member,580
2006,BritishColumbia,55 to 59,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,240,29.95,Union memb,503
2006,BritishColumbia,50 to 54,Male,Married,E.University,Prof/Scien,NA,Full-time,40,240,43.27,Not member,538
2006,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Accomm/Foo,NA,Full-time,38,10,13,Not member,584
2006,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Retail Tra,NA,Full-time,40,75,14,Not member,572
2006,BritishColumbia,30 to 34,Male,Single,C.Grade11to13,Retail Tra,NA,Full-time,40,55,17,Not member,520
2006,BritishColumbia,35 to 39,Male,Married,C.Grade11to13,Transport/,NA,Full-time,40,20,11.54,Not member,522
2006,BritishColumbia,20 to 24,Male,Married,C.Grade11to13,Wholesale,NA,Full-time,40,5,14.75,Union memb,671
2006,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Retail Tra,NA,Part-time,24,50,13,Not member,721
2006,BritishColumbia,40 to 44,Male,Married,A.EightYears,Accomm/Foo,NA,Full-time,54,29,9.5,Not member,591
2006,BritishColumbia,50 to 54,Male,Married,D.PostSecondary,Retail Tra,FamilyResponsibility,Full-time,30,153,NA,NA,555
2006,BritishColumbia,40 to 44,Male,Separated,B.Secondary,Manufactur,NA,Full-time,40,15,17.5,Not member,590
2006,BritishColumbia,30 to 34,Male,Married,D.PostSecondary,Transport/,Vacation,Full-time,60,2,NA,NA,544
2006,BritishColumbia,20 to 24,Male,Married,B.Secondary,Mngmnt/Adm,NA,Full-time,40,12,23.5,Not member,538
2006,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Transport/,NA,Full-time,40,7,16,Not member,519
2006,BritishColumbia,55 to 59,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,679
2006,BritishColumbia,55 to 59,Male,Married,E.University,Finance/In,NA,Full-time,60,85,25.64,Not member,633
2006,BritishColumbia,55 to 59,Male,Married,E.University,Educationa,NA,NA,NA,NA,NA,NA,551
2006,BritishColumbia,45 to 49,Male,Married,D.PostSecondary,Info/Cultu,NA,Full-time,60,28,NA,NA,528
2006,BritishColumbia,70+,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,595
2006,BritishColumbia,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,531
2006,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,10,3,10,Not member,695
2006,BritishColumbia,30 to 34,Male,Married,D.PostSecondary,Retail Tra,NA,Full-time,42,43,31.24,Not member,553
2006,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Retail Tra,NA,Part-time,23,1,9,Not member,786
2006,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Manufactur,NA,Full-time,40,8,9.5,Not member,666
2006,BritishColumbia,30 to 34,Male,Married,E.University,Constructi,NA,Full-time,40,78,46.15,Not member,560
2006,BritishColumbia,55 to 59,Male,Married,E.University,NA,NA,NA,NA,NA,NA,NA,551
2006,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Accomm/Foo,NA,Full-time,30,20,10,Not member,666
2006,BritishColumbia,35 to 39,Male,Married,C.Grade11to13,Info/Cultu,NA,Full-time,40,85,40.13,Not member,563
2006,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,569
2006,BritishColumbia,70+,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,539
2006,BritishColumbia,55 to 59,Male,Separated,D.PostSecondary,Transport/,NA,Full-time,70,2,22,Union memb,614
2006,BritishColumbia,30 to 34,Male,Single,E.University,Educationa,Vacation,Full-time,45.5,126,30.43,Union memb,521
2006,BritishColumbia,35 to 39,Male,Single,D.PostSecondary,Finance/In,NA,Full-time,50,77,34.62,Not member,639
2006,BritishColumbia,35 to 39,Male,Married,E.University,Info/Cultu,NA,Full-time,60,13,35.26,Not member,590
2006,BritishColumbia,35 to 39,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,530
2006,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,658
2006,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,Info/Cultu,NA,Part-time,16,240,NA,NA,613
2006,BritishColumbia,40 to 44,Male,Single,C.Grade11to13,Constructi,NA,Full-time,40,2,12,Not member,645
2006,BritishColumbia,40 to 44,Male,Married,D.PostSecondary,Finance/In,NA,Full-time,40,19,13.75,Not member,522
2006,BritishColumbia,60 to 64,Male,Single,B.Secondary,Manufactur,NA,Full-time,40,158,36.06,Not member,509
2006,BritishColumbia,60 to 64,Male,Married,B.Secondary,Wholesale,NA,Full-time,40,126,19.23,Not member,544
2006,BritishColumbia,55 to 59,Male,Married,B.Secondary,Manufactur,NA,Full-time,40,240,24,Not member,501
2006,BritishColumbia,20 to 24,Male,Single,E.University,Educationa,NA,Part-time,4,19,30,Not member,559
2006,BritishColumbia,40 to 44,Male,Married,D.PostSecondary,Retail Tra,NA,Full-time,40,44,27.89,Not member,521
2006,BritishColumbia,35 to 39,Male,Separated,D.PostSecondary,Constructi,NA,Full-time,40,78,46.15,Not member,616
2006,BritishColumbia,40 to 44,Male,Married,D.PostSecondary,Retail Tra,Vacation,Full-time,30,202,18,Not member,522
2006,BritishColumbia,40 to 44,Male,Married,B.Secondary,Manufact n,NA,NA,NA,NA,NA,NA,592
2006,BritishColumbia,55 to 59,Male,Separated,D.PostSecondary,Info/Cultu,NA,NA,NA,NA,NA,NA,511
2006,BritishColumbia,30 to 34,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,64,19,Not member,524
2006,BritishColumbia,70+,Male,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,527
2006,BritishColumbia,25 to 29,Male,Single,E.University,Finance/In,NA,Full-time,38,20,22.77,Not member,648
2006,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,511
2006,BritishColumbia,45 to 49,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,584
2006,BritishColumbia,35 to 39,Male,Married,D.PostSecondary,Constructi,NA,Full-time,40,10,15,Not member,549
2006,BritishColumbia,35 to 39,Male,Married,D.PostSecondary,Transport/,NA,Full-time,40,10,24,Union memb,516
2006,BritishColumbia,55 to 59,Male,Single,C.Grade11to13,Constructi,NA,Full-time,55,32,NA,NA,532
2006,BritishColumbia,25 to 29,Male,Single,C.Grade11to13,Retail Tra,NA,NA,NA,NA,NA,NA,646
2006,BritishColumbia,70+,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,511
2006,BritishColumbia,25 to 29,Male,Married,C.Grade11to13,Transport/,NA,Full-time,48,111,34.46,Union memb,698
2006,BritishColumbia,55 to 59,Male,Married,B.Secondary,Manufact n,NA,Full-time,40,18,29.38,Not member,525
2006,BritishColumbia,40 to 44,Male,Married,C.Grade11to13,Transport/,NA,Full-time,37.5,240,28.85,Not member,507
2006,Ontario,45 to 49,Female,Separated,D.PostSecondary,Mngmnt/Adm,FamilyResponsibility,Full-time,40,27,28.16,Union memb,646
2006,Ontario,25 to 29,Female,Married,E.University,Retail Tra,NA,Full-time,42,65,15,Not member,828
2006,Ontario,25 to 29,Female,Married,D.PostSecondary,Mngmnt/Adm,FamilyResponsibility,Part-time,24,6,39,Union memb,964
2006,Ontario,45 to 49,Female,Separated,D.PostSecondary,Finance/In,NA,Full-time,50,28,NA,NA,766
2006,Ontario,20 to 24,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,5,19,8,Not member,823
2006,Ontario,20 to 24,Female,Married,D.PostSecondary,Health Car,OwnIllness,Full-time,37.5,7,9.3,Not member,711
2006,Ontario,60 to 64,Female,Single,D.PostSecondary,Info/Cultu,NA,Full-time,40,195,NA,NA,683
2006,Ontario,35 to 39,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,646
2006,Ontario,45 to 49,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,908
2006,Ontario,65 to 69,Female,Married,B.Secondary,Accomm/Foo,NA,Part-time,20,60,10,Not member,687
2006,Ontario,35 to 39,Female,Married,D.PostSecondary,Health Car,Vacation,Full-time,40,113,45,Not member,855
2006,Ontario,25 to 29,Female,Single,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,1028
2006,Ontario,20 to 24,Female,Single,D.PostSecondary,Manufact n,NA,NA,NA,NA,NA,NA,808
2006,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,565
2006,Ontario,25 to 29,Female,Married,D.PostSecondary,Health Car,FamilyResponsibility,Full-time,35,75,16,Union memb,534
2006,Ontario,40 to 44,Female,Married,E.University,Other Serv,NA,Part-time,20,19,14,Not member,951
2006,Ontario,15 to 19,Female,Single,B.Secondary,Manufact n,NA,Part-time,6,9,7.25,Not member,742
2006,Ontario,40 to 44,Female,Separated,D.PostSecondary,Manufact n,NA,Full-time,40,89,22.5,Not member,709
2006,Ontario,65 to 69,Female,Single,A.EightYears,Other Serv,NA,Part-time,12,240,13,Not member,826
2006,Ontario,25 to 29,Female,Married,D.PostSecondary,Accomm/Foo,NA,Full-time,40,79,21.63,Not member,942
2006,Ontario,30 to 34,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,822
2006,Ontario,50 to 54,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,870
2006,Ontario,45 to 49,Female,Married,E.University,Wholesale,NA,Full-time,40,54,13,Not member,757
2006,Ontario,65 to 69,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,718
2006,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,720
2006,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,783
2006,Ontario,40 to 44,Female,Married,E.University,Health Car,NA,Full-time,35,4,25.27,Not member,848
2006,Ontario,45 to 49,Female,Married,B.Secondary,Educationa,NA,Part-time,6,3,14.68,Union memb,735
2006,Ontario,65 to 69,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,650
2006,Ontario,65 to 69,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,681
2006,Ontario,30 to 34,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,770
2006,Ontario,60 to 64,Female,Married,C.Grade11to13,Retail Tra,NA,Full-time,37.5,240,22.05,Not member,819
2006,Ontario,25 to 29,Female,Single,C.Grade11to13,Other Serv,NA,NA,NA,NA,NA,NA,916
2006,Ontario,40 to 44,Female,Married,D.PostSecondary,Public Adm,NA,Full-time,35,240,45.6,Not member,938
2006,Ontario,70+,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,762
